source_video_id,ranking_rank,ranking_group,ranking_lang,ranking_seed_tag,ranking_author,ranking_description,ranking_views,ranking_likes,ranking_comments,ranking_shares,ranking_saves,ranking_duration_s,ranking_ER%_(save+share+cmt)/views,ranking_save_rate%,ranking_cmt_collected,ranking_video_url,video_original_file,video_account_name,video_video_id,summary_cut_count,summary_estimated_video_end_time,summary_avg_cut_duration,summary_median_cut_duration,summary_min_cut_duration,summary_max_cut_duration,summary_short_cut_count_lt_0_5s,summary_short_cut_ratio_lt_0_5s,summary_avg_people_count,summary_max_people_count,summary_no_person_count,summary_one_person_count,summary_two_person_count,summary_three_plus_person_count,summary_no_person_ratio,summary_one_person_ratio,summary_two_person_ratio,summary_three_plus_person_ratio,summary_closeup_count,summary_medium_count,summary_full_group_count,summary_wide_count,summary_no_person_shot_count,summary_closeup_ratio,summary_medium_ratio,summary_full_group_ratio,summary_wide_ratio,summary_no_person_shot_ratio,summary_dominant_shot_size,summary_dominant_people_bucket,summary_first_cut_duration,summary_first_cut_people_count,summary_first_cut_shot_size,summary_first_3s_cut_count,summary_first_3s_avg_cut_duration,summary_first_3s_closeup_ratio,summary_first_3s_one_person_ratio,summary_first_3s_two_plus_ratio,summary_hook_pattern_flag,script_language,script_transcript_ko,script_hook_text_ko,script_dialogue_grammar_tags,script_romance_trope_tags,script_hook_type,script_story_type,script_has_transcript,cut_cut_id,cut_start_time,cut_end_time,cut_duration,yolo_people_count_raw,yolo_people_count_filtered,yolo_max_person_height_ratio,yolo_max_person_width_ratio,yolo_max_person_area_ratio,yolo_max_confidence,yolo_avg_confidence,yolo_shot_size_yolo,analysis_match_status,crawl_date,crawl_batch_id,market,tag_version,classifier_model,tag_confidence,human_reviewed,content_type,hook_modality,visual_hook_type,male_lead_type,setting,narration_form,general_reason
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,11,17.667,20.033,2.367,1,1,0.9564,0.9798,0.937,0.8782,0.8782,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,12,20.033,20.767,0.733,2,2,0.8842,0.5643,0.499,0.7131,0.6683,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,13,20.767,22.4,1.633,1,1,0.965,0.9988,0.9638,0.8113,0.8113,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,14,22.4,25.6,3.2,1,1,0.8499,0.9574,0.8137,0.7231,0.7231,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,15,25.6,27.1,1.5,1,1,0.8914,0.8967,0.7993,0.8287,0.8287,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,16,27.1,29.033,1.933,1,1,0.9783,0.9958,0.9742,0.7982,0.7982,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,17,29.033,29.933,0.9,2,2,0.596,0.6222,0.3708,0.7097,0.6853,medium_shot,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,18,29.933,30.733,0.8,1,1,0.822,0.8486,0.6975,0.7895,0.7895,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,19,30.733,31.833,1.1,1,1,0.9117,0.9955,0.9076,0.6563,0.6563,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
7653144870491524373,1,EN,EN,verticaldrama,trendyrama0,"she hired him to act as her missing fiancé, not knowing he is her real fiancé, an obsessive and psychotic one.",773700,103900,408,4303,38200,60,5.546,4.937,0,https://www.tiktok.com/@trendyrama0/video/7653144870491524373,trendyrama0 - 7653144870491524373.mp4,trendyrama0,7653144870491524373,42,60.0,1.429,1.133,0.567,3.333,0,0.0,1.024,2,6,29,7,0,0.1429,0.6905,0.1667,0.0,33,2,1,0,6,0.7857,0.0476,0.0238,0.0,0.1429,close_up_or_upper_body,1_one_person,0.667,1,close_up_or_upper_body,3,2.1,0.6667,0.6667,0.3333,closeup_hook,en,"난 록스타야, 난 록스타라고","난 록스타야, 난 록스타라고",secret_lie_or_reveal|power_money_or_status,secret_identity_or_hidden_truth|obsessive_devotion|contract_or_fake_relationship,identity_reveal_hook,secret_reveal_betrayal_drama,yes,20,31.833,33.0,1.167,1,1,0.9,0.9481,0.8532,0.7459,0.7459,close_up_or_upper_body,ranking+summary+transcript+cut_yolo,2026-07-06,batch_260706_full100,EN,v2.1,claude-sonnet-5,0.55,false,drama_clip,mixed,,dominant_possessive|dangerous_forbidden,entertainment_idol,dialogue_only,
